handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_52b0658f-3b3d-796e-9532-87cd79468363,Product,Reclaimed  Elevated Whiskey Barrel or Wine Barrel Dog Feeder Pet Bowl Water Dish,"<p>Hi, here we have an awesome dog bowl, bowls to go with all those awesome dogs out there. . They are handmade from whiskey barrel staves or wine barrel staves...your choice! They come with stainless steel bowls. They have such a unique look about them with &nbsp;all of their perfect imperfections &nbsp;as they are made from reclaimed materials. We offer a variety of sizes which range in height from 4 inches up to 20 inches. &nbsp;They can be made with 1 bowl or 2. &nbsp; We can make it whatever size you are needing. Just let us know!<br>&nbsp; &nbsp;We personally know how hard it is to find bowls with raised stands for the giant breeds....as we have an English Mastiff and a Neapolitan Mastiff (that is &nbsp;them enjoying the day outside) They are our children and as I suspect...with most pet owner's they are spoiled! &nbsp;We can make it whatever size you are needing. Just let us know!&nbsp;<br>&nbsp; &nbsp;<br>&nbsp; &nbsp; Shipping will be free in the lower 48 states. &nbsp;If you are out of the region, just let me know in advance and I will try my best to accommodate your request. &nbsp;Thanks for stopping by!</p><p><br>Please let us know if you prefer Whiskey or Wine Barrel. Thanks again! &nbsp;Whiskey and Blossoms</p>",112834_0d528ca056c14b91ab999d2097dc0a2e~mv2.jpg;112834_eda27f97ac174f9ea2c921cb658e17b9~mv2.jpg;112834_688d1546289043f5acc656a13dcc8caa~mv2.jpg;112834_f9a341bd266346aba9feba41f6b2ae60~mv2.jpg;112834_248ccbdd8fec41d9b706f877286ac7b7~mv2.jpg;112834_3c3c724395124990b7052253bff7ebb7~mv2.jpg;112834_d0aec8e890ee467cb158166b655c1326~mv2.jpg;112834_e756790426224d5191ce635cba98f9fd~mv2.jpg,,6.71253E+11,Sale,138,,TRUE,PERCENT,0,InStock,0,Size,DROP_DOWN,"4"" to 8"" 1 bowl;4"" to 8"" 2 Bowl;10"" to 12"" 1 bowl;10"" to 12"" 2 bowl;14"" + 1 bowl;14""+ 2 bowl",Color,COLOR,whiskey barrel:Whiskey Barrel;wine barrel:Wine Barrel,,,,,,,,,,,,,RETURN & REFUND POLICY,"<p>We do accept returns within 7 days of delivery. Purchaser is responsible for return shipping and a 25% restocking fee. Please notify us before returning.</p>

<p>Refund will be returned in the same form received.</p>
",SHIPPING INFO,"<p>We offer free shipping on this purchase within the continuous 48 States.</p>
",,,,,,,,,,,,,,,
product_1a2d7e83-4bef-31d5-09e1-3326ee271c09,Product,Reclaimed Whiskey Barrel Stave Adirondack Pet Dog Cat Bed,"<p>Hi, this is a beautiful pet bed that will be custom made by us here at Whiskey &amp; Blossoms. The bed overall measures approximately &nbsp;24"" wide x 22"" deep. &nbsp;The bed area measures 17"" wide x 20"" deep. &nbsp;It is a very comfortable and sturdy bed and sized for a small/medium &nbsp;dog. We can customize up to 28"" &nbsp;x 30"" overall bed size.&nbsp; Each bed is handmade and will not look exactly as picuted due to every barrel is different but rest assured, it will be beautiful with perfect imperfections! We have Mastiffs and they can stand on this bed (they don't fit) and it does not flex!&nbsp; If you have any question's, just ask!</p><p>&nbsp;Shipping will be free in the lower 48 states. If you are out of the region, just let me know in advance and I will try my best to accommodate your request. &nbsp;Thanks for stopping by!</p>",112834_c665cb4a818242b4a926f798fb48fb8d~mv2.jpg;112834_b6fd8c3210fb4ee6891f03e1ed1bd2e1~mv2.jpg;112834_9096c5bf5dae4b64b3fd6c1eac39c832~mv2.jpg;112834_8bf0ee54fc5747c8afec2545998887fd~mv2.jpg;112834_b7e3958cea4e49b7994ab5db046f8843~mv2.jpg,,2.17537E+14,,159,,TRUE,PERCENT,0,InStock,0,Size,DROP_DOWN,"Sm 22"" x 24"";Med 26"" x 28"";Lg 28"" x 30""",,,,,,,,,,,,,,,,PRODUCT INFO,"<p>This item is super easy to clean. Just a dry or damp cloth will do!</p>
",RETURN & REFUND POLICY,"<p>&nbsp;We do accept returns within 7 days of delivery. Purchaser is responsible for return shipping and a 25% restocking fee. Please notify us before returning.</p>

<p>Refund will be returned in the same form received.</p>
",SHIPPING INFO,"<p>&nbsp;We offer free shipping on this purchase within the continuous 48 States.</p>
",,,,,,,,,,,,,
product_1a2d7e83-4bef-31d5-09e1-3326ee271c09,Variant,,,,,,,,0,TRUE,,,InStock,,,,"Sm 22"" x 24""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1a2d7e83-4bef-31d5-09e1-3326ee271c09,Variant,,,,,,,,10,TRUE,,,InStock,,,,"Med 26"" x 28""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1a2d7e83-4bef-31d5-09e1-3326ee271c09,Variant,,,,,,,,20,TRUE,,,InStock,,,,"Lg 28"" x 30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a668ef33-f5b8-6569-d04c-1d123be68441,Product,Reclaimed Rustic Heaven Hill Bourbon Whiskey Barrel Buffalo Trace Makers Mark Ja,"<p>Hi, this is a reclaimed Heaven Hill Bourbon Barrel. We left the top original with the stamps. We hand painted some of our favorite spirit's on it.&nbsp; These barrels come with 3 Logo's, 5 logo's or 7 logo's. We can also customize! Just let us know what you are looking for!&nbsp;</p><p>&nbsp;</p><p>The last 2 photo's are the barrel unfinished.&nbsp;</p><p>&nbsp;</p><p>Local pick up is free. &nbsp;Shipping will be $225 in the lower 48 states. &nbsp;If you are out of the region, just let me know in advance and I will try my best to accommodate your request. &nbsp;Thanks for stopping by!</p>",112834_e47c0cc2b06540a9afa6b0951c525206~mv2.jpg;112834_bf184a9c1cfa4e4090a3052ba1978433~mv2.jpg;112834_b9f7788ab84c45c7a1f3b244356a130c~mv2.jpg;112834_e49078d686164bd28d9f54c7f84da8d2~mv2.jpg;112834_b0333185c7824f6099c484c46cfc75fa~mv2.jpg;112834_3a596bca6a344b75a40cd729ecbaaaec~mv2.jpg,,21554345656,,200,,TRUE,PERCENT,0,InStock,0,# of Logos,DROP_DOWN,3 Logo's;5 Logo's;7 Logo's,,,,,,,,,,,,,,,,RETURN & REFUND POLICY,"<p>&nbsp;We do accept returns within 7 days of delivery. Purchaser is responsible for return shipping and a 25% restocking fee. Please notify us before returning.</p>

<p>Refund will be returned in the same form received.</p>
",SHIPPING INFO,"<p>We offer free pick up on this purchase or we can ship it within the continuous 48 States for $225.</p>
",,,,,,,,,,,,,,,
product_a668ef33-f5b8-6569-d04c-1d123be68441,Variant,,,,,,,,0,TRUE,,,InStock,,,,3 Logo's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a668ef33-f5b8-6569-d04c-1d123be68441,Variant,,,,,,,,25,TRUE,,,InStock,,,,5 Logo's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a668ef33-f5b8-6569-d04c-1d123be68441,Variant,,,,,,,,50,TRUE,,,InStock,,,,7 Logo's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3fb6a3c8-988b-8755-04bd-5c59ae0b18ea,Product,Reclaimed Red Wine Barrel Stave Coffee Table Conversation Table,"<p>&nbsp; This gorgeous Red Wine Barrel Stave coffee table is custom made to order. &nbsp;We use reclaimed wine barrels from various wineries. We have removed every other stave as to see the beauty of the rich color of the interior from every angle. Every barrel is different as every stave is different with both width and characteristics. Each barrel table is perfectly imperfect! We make sure the staves are placed as they were in the barrel originally. &nbsp;It is a conversation piece to say the least.&nbsp;</p><p>&nbsp; &nbsp;The table measures approximately &nbsp;28""""at the widest point and 20"" high. The glass top is 30"" wide. We also have it available with a 36"" glass top at an additional cost.&nbsp;</p>",112834_b2bda05cca2440f19baab2293be83fbc~mv2.jpg;112834_7ee6d043519f4aed92846060cb9fa4d8~mv2.png;112834_fb8fea3be0c04a04b94452325145ec96~mv2.jpg;112834_97e34e7c83a64cf2a46328f5ada1cc5f~mv2.jpg;112834_462288b95f5f4e0a9e72e87d1afe6703~mv2.jpg,,3.65236E+13,,0,,TRUE,PERCENT,0,InStock,0,Size,DROP_DOWN,"30"" Glass Top Inches;36"" Glass Top Inches",,,,,,,,,,,,,,,,RETURN & REFUND POLICY,"<p>&nbsp; &nbsp;We do accept returns within 7 days of delivery. Purchaser is responsible for return shipping and a 25% restocking fee. Please notify us before returning.</p>

<p>Refund will be returned in the same form received.</p>
",SHIPPING INFO,"<p>This item&nbsp;will be a 2 piece shipment as we ship the glass separately.</p>

<p>We offer free shipping on this purchase within the continuous 48 States.</p>
",,,,,,,,,,,,,,,
product_3fb6a3c8-988b-8755-04bd-5c59ae0b18ea,Variant,,,,,,,,595,TRUE,,,InStock,,,,"30"" Glass Top Inches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3fb6a3c8-988b-8755-04bd-5c59ae0b18ea,Variant,,,,,,,,675,TRUE,,,InStock,,,,"36"" Glass Top Inches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7bb38a7a-70b7-9cf3-fc80-584205694465,Product,GOOBLE GOBBLE Whiskey Barrel Stave Thanksgiving Turkey,"<p>&nbsp; &nbsp;This is such a beautiful whiskey stave turkey. He is ready to decorate your home inside or out for Autumn or Thanksgiving! He is hand painted and is huge. He measures approximately &nbsp;23 inches high and about 30 inches wide. His measurements depend on the size of staves used. He is also very heavy as the staves are solid oak.&nbsp;</p><p>&nbsp;</p><p>&nbsp; Each turkey will vary in characteristics as each barrel stave is different with its perfect imperfections.</p><p>&nbsp;</p><p>&nbsp; Shipping will be free in the lower 48 states. If you are out of the region, just let me know in advance and I will try my best to accommodate your request. &nbsp;Thanks for stopping by!</p>",112834_6c8620b42a2a4f8280b741f1961db3c6~mv2.jpg;112834_63521ec90fc14662861a70d735cf4c24~mv2.jpg;112834_1dc6d0a562794c9cbd6d82fbef31162f~mv2.jpg;112834_cd1cc3be78244bd4a09a15c967e1f9ef~mv2.jpg,,,,119,,TRUE,PERCENT,0,InStock,0,,,,,,,,,,,,,,,,,,,RETURN & REFUND POLICY,"<p>&nbsp;We do accept returns within 7 days of delivery. Purchaser is responsible for return shipping and a 25% restocking fee. Please notify us before returning.</p>

<p>Refund will be returned in the same form received.</p>
",SHIPPING INFO,"<p>We offer free shipping on this purchase within the continuous 48 States.</p>
",,,,,,,,,,,,,,,
